Date,Open,High,Low,Close
2022-10-03,1010.0,1018.25,999.15,1005.5
2022-10-04,1022.0,1036.0,1017.9,1028.3
2022-10-06,1033.45,1045.0,1027.35,1031.3
2022-10-07,1029.9,1036.45,1021.05,1023.85
2022-10-10,1008.1,1033.0,1003.5,1029.35
2022-10-11,1034.5,1035.0,1000.55,1004.85
2022-10-12,1007.8,1018.8,998.2,1015.9
2022-10-13,1018.85,1021.0,1003.05,1012.95
2022-10-14,1035.0,1049.9,1016.05,1019.85
2022-10-17,1019.0,1027.95,1007.45,1023.25
2022-10-18,1028.4,1033.95,1014.0,1019.4
2022-10-19,1024.5,1030.0,1016.3,1019.2
2022-10-20,1010.0,1043.4,1007.0,1041.65
2022-10-21,1041.65,1044.35,1031.1,1041.15
2022-10-24,1051.0,1051.15,1045.0,1048.15
2022-10-25,1053.4,1086.0,1051.0,1082.5
2022-10-27,1093.3,1098.0,1067.15,1075.85
2022-10-28,1081.0,1081.0,1045.05,1048.95
2022-10-31,1053.25,1078.3,1053.0,1063.4
