Date,Open,High,Low,Close
2022-10-03,2278.0,2289.0,2258.05,2283.05
2022-10-04,2328.7,2353.9,2315.25,2349.45
2022-10-06,2350.0,2358.8,2310.0,2316.1
2022-10-07,2302.0,2333.5,2301.0,2326.9
2022-10-10,2295.0,2316.4,2264.55,2298.5
2022-10-11,2283.25,2305.1,2267.5,2271.25
2022-10-12,2275.2,2309.45,2271.0,2301.75
2022-10-13,2279.0,2295.85,2271.0,2283.25
2022-10-14,2305.0,2359.0,2305.0,2343.5
2022-10-17,2332.0,2367.0,2322.5,2349.25
2022-10-18,2355.5,2366.7,2322.05,2331.65
2022-10-19,2376.6,2415.95,2368.6,2381.8
2022-10-20,2351.6,2374.9,2347.1,2369.2
2022-10-21,2378.8,2378.8,2342.0,2349.9
2022-10-24,2387.35,2400.0,2387.35,2393.0
2022-10-25,2385.1,2401.0,2352.75,2356.7
2022-10-27,2394.0,2404.3,2363.0,2383.3
2022-10-28,2383.7,2420.25,2379.3,2400.45
2022-10-31,2418.0,2475.0,2412.55,2469.8
