Date,Open,High,Low,Close
2022-10-03,2625.0,2625.0,2555.6,2574.2
2022-10-04,2629.0,2629.0,2571.65,2585.1
2022-10-06,2598.05,2620.0,2581.6,2592.85
2022-10-07,2690.0,2745.0,2675.0,2730.5
2022-10-10,2710.0,2727.9,2658.0,2680.1
2022-10-11,2693.0,2694.0,2616.4,2624.5
2022-10-12,2630.0,2644.9,2606.0,2621.35
2022-10-13,2610.0,2628.0,2591.0,2598.65
2022-10-14,2640.0,2663.6,2607.75,2617.8
2022-10-17,2613.9,2634.9,2602.55,2625.0
2022-10-18,2638.15,2664.7,2623.15,2641.1
2022-10-19,2654.35,2677.0,2640.0,2644.55
2022-10-20,2640.0,2644.0,2581.35,2631.5
2022-10-21,2650.0,2679.65,2640.05,2665.65
2022-10-24,2697.0,2699.9,2679.15,2683.9
2022-10-25,2697.35,2697.35,2662.0,2670.3
2022-10-27,2700.0,2765.0,2680.0,2703.8
2022-10-28,2708.95,2738.9,2693.25,2736.4
2022-10-31,2750.0,2791.0,2738.25,2761.5
