Date,Open,High,Low,Close
2022-10-03,8970.0,8970.0,8510.0,8547.0
2022-10-04,8699.0,8758.55,8630.0,8690.5
2022-10-06,8734.0,8825.0,8690.5,8703.0
2022-10-07,8750.0,8845.6,8711.0,8779.1
2022-10-10,8675.0,8876.45,8658.0,8862.4
2022-10-11,8811.0,8850.0,8665.0,8684.15
2022-10-12,8698.0,8720.0,8590.6,8686.6
2022-10-13,8665.0,8785.45,8592.0,8649.55
2022-10-14,8760.0,8766.6,8606.3,8617.3
2022-10-17,8610.0,8749.7,8567.05,8723.8
2022-10-18,8765.05,8888.25,8752.05,8807.35
2022-10-19,8851.4,8855.0,8695.0,8719.35
2022-10-20,8700.0,8739.2,8611.0,8707.4
2022-10-21,8730.0,8794.0,8641.0,8703.3
2022-10-24,8788.8,8788.8,8745.85,8765.45
2022-10-25,8820.0,9017.0,8797.4,9005.0
2022-10-27,9050.0,9076.95,8902.0,9041.95
2022-10-28,9095.0,9549.95,9051.0,9492.55
2022-10-31,9650.0,9769.0,9451.1,9527.6
